twa/tws;4;6;8;10;12;14;16;20;24
0;7.35;7.68;7.68;9.55;9.55;9.55;9.55;6.26;0.00
52;7.23;7.23;7.23;9.92;9.92;9.92;9.92;9.10;9.10
60;6.75;6.75;7.52;9.92;9.92;9.92;9.92;9.10;9.10
75;6.90;6.90;7.52;7.68;8.16;8.16;8.16;8.16;7.00
90;7.45;7.45;7.45;7.45;6.80;5.58;4.09;0.00;0.00
110;7.52;7.52;7.52;7.52;7.52;6.78;6.78;0.00;0.00
120;6.53;6.67;6.67;6.67;6.67;6.67;5.99;0.00;0.00
135;6.14;7.64;7.64;7.64;7.64;7.64;5.44;0.00;0.00
150;6.08;7.64;7.64;7.64;7.64;7.64;5.31;0.00;0.00
